depth_nm,initial_concentration_cm3,final_concentration_cm3
416.25,69193484621297.89,1.1648869633393334e+16
418.75,55668068458429.57,1.0673578507359794e+16
421.25,44674671384152.07,9770266224343320.0
423.75,35762744864648.62,8934557610723680.0
426.25,28557131801775.55,8162256538168755.0
428.75,22746395773773.234,7449346660417770.0
431.25,18072775778102.75,6791991220321337.0
433.75000000000006,14323573912935.805,6186532009477567.0
436.25,11323799998069.658,5629487561279011.0
438.75000000000006,8929913472569.232,5117550656170154.0
