depth_nm,initial_concentration_cm3,final_concentration_cm3
1353.75,1.908403320628024e-98,9.973181201755636e-61
1356.25,6.012568496153425e-99,4.784609963121236e-61
1358.7500000000002,1.8895751730820323e-99,2.292572436811207e-61
1361.25,5.923557045000929e-100,1.0971453642281522e-61
1363.75,1.8523166902355468e-100,5.244097305776227e-62
1366.25,5.777795529457943e-101,2.503477303677737e-62
1368.75,1.797725426087238e-101,1.1936687053653278e-62
1371.25,5.5795454172987805e-102,5.684497443702834e-63
1373.75,1.7273825857826105e-102,2.703767519974968e-63
1376.25,5.334485276722635e-103,1.2844479425382132e-63
1378.75,1.6432769683747273e-103,6.094448962106579e-64
1381.2500000000002,5.049440740144451e-104,2.8881785913217665e-64
1383.75,1.547711661486975e-104,1.3670556519754713e-64
1386.25,4.732069274652988e-105,6.462815873739584e-65
1388.75,1.4431995891161204e-105,3.051628744712282e-65
1391.25,4.39052003301455e-106,1.4391856672264446e-65
1393.75,1.3323545010217428e-106,6.779193904434198e-66
1396.25,4.0330897583166024e-107,3.1894535287761346e-66
1398.75,1.2177839487937603e-107,1.4987609953692324e-66
1401.25,3.667894767362912e-108,7.034403175166769e-67
1403.75,1.101990251612523e-108,3.2976289747843704e-67
1406.25,3.3025766194984894e-109,1.544034055572576e-67
1408.75,9.872844915775768e-110,7.220934412961266e-68
1411.25,2.944055494117757e-110,3.372968280496899e-68
1413.75,8.757173066712967e-111,1.573672429338231e-68
1416.25,2.5983409457997498e-111,7.33331817515886e-69
1418.75,7.690288019453109e-112,3.413278502108511e-69
1421.25,2.2704050156768267e-112,1.5868242131189676e-69
1423.7500000000002,6.686184145521254e-113,7.368391619508391e-70
1426.25,1.9641180785280553e-113,3.4174664611169775e-70
1428.75,5.755341744321662e-114,1.5831584903190013e-70
1431.25,1.682243673882002e-114,7.325444661970677e-71
1433.75,4.904796066827702e-115,3.3855867501616007e-71
1436.25,1.4264851985585882e-115,1.5628782605425e-71
1438.75,4.1383560042834704e-116,7.206236255302158e-72
1441.25,1.1975749158530035e-116,3.3188290087174696e-72
1443.75,3.4569396434224165e-117,1.5267052066695067e-72
1446.2500000000002,9.95394340280194e-118,7.014881147271256e-73
1448.75,2.8589910833795443e-118,3.2194461268020926e-73
1451.25,8.191146595687977e-119,1.4758377500552468e-73
1453.75,2.3409431121220782e-119,6.757616922297307e-74
1456.25,6.673463433333587e-120,3.0906292980304396e-74
1458.75,1.8976930809145126e-120,1.4118857465468637e-74
1461.25,5.382882834621304e-121,6.4424695166016575e-75
1463.75,1.523063966756268e-121,2.9363394913700617e-75
1466.25,4.2986850195431277e-122,1.336786739419281e-75
1468.7500000000002,1.2102284779330432e-122,6.078841983184016e-76
1471.25,3.3987042618032273e-123,2.7611076294423256e-76
1473.75,9.520804509277102e-124,1.2527097793331555e-76
1476.25,2.660407622273951e-124,5.677055542314134e-77
1478.75,7.415440982523485e-125,2.5698173446689948e-77
1481.25,2.061769192450985e-125,1.1619533696131e-77
1483.75,5.7181740848596303e-126,5.247873622159471e-78
1486.25,1.5819361978856024e-126,2.367484553583933e-78
1488.75,4.3655082997978144e-127,1.0668440806705449e-78
1491.2500000000002,1.2016968882699965e-127,4.8020386860917655e-79
1493.75,3.2996609622615443e-128,2.1590472919521367e-79
1496.25,9.037700905812651e-129,9.696418409203811e-80
1498.75,2.469226188331739e-129,4.3498484282368884e-80
1501.25,6.729426405125815e-130,1.949177449504332e-80
1503.75,1.8294034140914037e-130,8.724569425135336e-81
1506.25,4.96083961420266e-131,3.9007928742327355e-81
1508.75,1.3418845458873646e-131,1.7421234798155642e-81
1511.25,3.620673638330472e-132,7.771825230298227e-82
1513.7500000000002,9.744910896966561e-133,3.4632676645518067e-82
1516.25,2.6162583580897654e-133,1.541590136535119e-82
1518.75,7.006443897931725e-134,6.854448416092196e-83
1521.25,1.8716685063810071e-134,3.044371995664956e-83
1523.75,4.987403209665043e-135,1.3506581147226382e-83
1526.25,1.3256665312985936e-135,5.985722036150068e-84
1528.75,3.514862717943577e-136,2.6497930022569317e-84
1531.25,9.296012654865345e-137,1.1717434479597984e-84
1533.75,2.452445184723617e-137,5.175820312941499e-85
1536.2500000000002,6.453810002177301e-138,2.2837723472287728e-85
1538.75,1.6941322357458195e-138,1.0065938717462268e-85
1541.25,4.436011879323324e-139,4.4318443227496614e-86
1543.75,1.1586502469530407e-139,1.9491458752276774e-86
1546.25,3.0187439685305985e-140,8.563172867010666e-87
1548.75,7.845388707597877e-141,3.757997527251414e-87
1551.25,2.0338406134259617e-141,1.6474436472093355e-87
1553.75,5.259368836045389e-142,7.214360391995264e-88
1556.2500000000002,1.3566399617819766e-142,3.155870509614648e-88
1558.75,3.4906784632445332e-143,1.3790356079398968e-88
1561.25,8.95920246471476e-144,6.0196000386698806e-89
1563.75,2.2937343556917843e-144,2.624801892749964e-89
1566.25,5.857754302936403e-145,1.1433074926078004e-89
1568.75,1.4922220314950335e-145,4.974713564950105e-90
1571.25,3.791840034009043e-146,2.162282867987947e-90
1573.75,9.611271183299978e-147,9.388521768811775e-91
1576.25,2.4301099211556499e-147,4.0721437053256926e-91
1578.7500000000002,6.1289385868892395e-148,1.7643755331810875e-91
1581.25,1.5419095014816225e-148,7.636632559593426e-92
1583.75,3.8694279414195956e-149,3.3018442537410814e-92
1586.25,9.686099053163775e-150,1.4261196953637662e-92
1588.75,2.4186070381019523e-150,6.153198977028062e-93
1591.25,6.0241528479954874e-151,2.652115360692581e-93
1593.75,1.4967212215544643e-151,1.1419082618556175e-93
1596.25,3.7093696493309622e-152,4.911546426154565e-94
1598.75,9.170089527776949e-153,2.1103496047772012e-94
1601.2500000000002,2.2613162366221806e-153,9.058171881881502e-95
1603.75,5.5624137532088375e-154,3.883985354695618e-95
1606.25,1.3648330893980862e-154,1.6636668619254626e-95
1608.75,3.340489106452311e-155,7.118816263454156e-96
1611.25,8.15557977787631e-156,3.043005349594423e-96
1613.75,1.9861584150323064e-156,1.2994274593884843e-96
1616.25,4.8248875137809525e-157,5.543150039616152e-97
1618.75,1.169162196935726e-157,2.3622038613755207e-97
1621.25,2.8260289102549375e-158,1.0056228656216002e-97
1623.7500000000002,6.813852056463549e-159,4.276719863862274e-98
1626.25,1.6387890866292171e-159,1.8169594825270638e-98
1628.75,3.9315851880589315e-160,7.711508322420856e-99
1631.25,9.408634140638854e-161,3.269594878537627e-99
1633.75,2.245948201039117e-161,1.384873021388833e-99
1636.25,5.347947734485293e-162,5.859873435992147e-100
1638.75,1.2702489263746462e-162,2.4770208392090403e-100
1641.25,3.009572310943342e-163,1.0460082251032232e-100
1643.75,7.112708205973491e-164,4.4127103861071716e-101
1646.2500000000002,1.6767930532447663e-164,1.8596940726964095e-101
1648.75,3.9431037431536175e-165,7.829683653843422e-102
1651.25,9.249349810153392e-166,3.293172042346604e-102
1653.75,2.164205367448154e-166,1.3837351990038006e-102
1656.25,5.051263203192034e-167,5.808457146391147e-103
1658.75,1.1760229343136758e-167,2.4357835332398624e-103
1661.25,2.731151852617735e-168,1.0204401944718407e-103
1663.75,6.326888310942103e-169,4.270790377042882e-104
1666.2500000000002,1.4620046431938528e-169,1.7856718457715006e-104
1668.7500000000002,3.36993558600249e-170,7.458793928152497e-105
1671.25,7.748340746596077e-171,3.112504523440203e-105
1673.75,1.7770927157185504e-171,1.2975576492929162e-105
1676.25,4.065610093434181e-172,5.404051558499856e-106
1678.75,9.278026933037212e-173,2.248481494605753e-106
1681.25,2.1120286037995485e-173,9.346242051424519e-107
1683.75,4.795768670743386e-174,3.881177133546004e-107
1686.25,1.0862528292662393e-174,1.6101617144439863e-107
1688.7500000000002,2.4542447960517144e-175,6.673535557776068e-108
1691.25,5.531196670300494e-176,2.763272851157024e-108
1693.75,1.2434679230115045e-176,1.1430723693508235e-108
1696.25,2.7884594676250538e-177,4.723965372661825e-109
1698.75,6.237468270607609e-178,1.950399428735765e-109
1701.25,1.3917672941414254e-178,8.044983324490057e-110
1703.75,3.097698657287746e-179,3.315219748283843e-110
1706.25,6.8774267299793095e-180,1.3648531662788832e-110
1708.75,1.5230951695523703e-180,5.613669402973539e-111
1711.2500000000002,3.3646692033579515e-181,2.306725282934496e-111
1713.75,7.414330978992528e-182,9.469649631376795e-112
1716.25,1.6297306343528976e-182,3.8838440894515853e-112
1718.75,3.573336807271784e-183,1.591403668104749e-112
1721.25,7.81531235834273e-184,6.514640581336758e-113
1723.75,1.7050337958509294e-184,2.6643602833174153e-113
1726.25,3.710512566440062e-185,1.0886509941442904e-113
1728.75,8.054694733461223e-186,4.444045252304346e-114
1731.25,1.744128699136702e-186,1.8124381403107854e-114
1733.7500000000002,3.767230857967138e-187,7.384883992805043e-115
1736.25,8.116713282992698e-188,3.0062200663789093e-115
1738.75,1.7444255506618605e-188,1.2226307378213913e-115
1741.25,3.739718709082446e-189,4.9678461807780625e-116
1743.75,7.997232066446092e-190,2.016694435583495e-116
1746.25,1.7059045366976837e-190,8.179222603228617e-117
1748.75,3.629811008367519e-191,3.314246163625098e-117
1751.25,7.704200319000041e-192,1.3417114926970154e-117
1753.75,1.6311180111411872e-192,5.426702291008603e-118
1756.2500000000002,3.4447480578743452e-193,2.1928865730081834e-118
1758.75,7.256777516830149e-194,8.85320434907601e-119
1761.25,1.5249107169648124e-194,3.570999512935099e-119
1763.75,3.1963865066456948e-195,1.4390799003756017e-119
1766.25,6.683261040084403e-196,5.794109112429637e-120
1768.75,1.3939006611650437e-196,2.3307511499779336e-120
1771.25,2.899943172396384e-197,9.367278878071584e-121
1773.75,6.01812791913249e-198,3.761318640585455e-121
1776.25,1.2457979322618194e-198,1.508956649802298e-121
1778.7500000000002,2.5724566237377496e-199,6.048172752502055e-122
1781.25,5.298620057021643e-200,2.422050665672627e-122
1783.75,1.0886587348628307e-200,9.690689905117951e-123
1786.25,2.2311820516749164e-201,3.87381993358028e-123
1788.75,4.561340757356488e-202,1.5471707440353768e-123
1791.25,9.301742042720927e-203,6.173791563336515e-124
1793.75,1.8921272004268126e-203,2.4613955142853135e-124
1796.25,3.839287459782323e-204,9.804543760837634e-125
1798.7500000000002,7.770790409632735e-205,3.902031171211863e-125
1801.2500000000002,1.5688955257711646e-205,1.5515731563111447e-125
1803.75,3.1596364642481023e-206,6.164143973741613e-126
1806.25,6.347379629810013e-207,2.4467697295156973e-126
1808.75,1.271938444445406e-207,9.703625932062031e-127
1811.25,2.542447409106684e-208,3.8450007519760725e-127
1813.75,5.069348239657411e-209,1.522232740212372e-127
1816.25,1.0082460700833275e-209,6.021278921796875e-128
1818.75,2.0003003614274757e-210,2.379689525912032e-128
1821.2500000000002,3.9585683930293485e-211,9.396725235804916e-129
1823.7500000000002,7.814394924482602e-212,3.707304340687183e-129
1826.25,1.5387455952868457e-212,1.46139036611048e-129
1828.75,3.0224042652580154e-213,5.7557422081086176e-130
1831.25,5.921783805314273e-214,2.264979764096432e-130
1833.75,1.1573555703687534e-214,8.905453062344045e-131
1836.25,2.2562921287973404e-215,3.4984624273679376e-131
1838.75,4.3877120054803244e-216,1.373183929300631e-131
1841.25,8.511285603832422e-217,5.3853174967608555e-132
1843.7500000000002,1.6468971476667874e-217,2.110210666526416e-132
1846.25,3.1787183912894483e-218,8.26176833982595e-133
1848.75,6.120006673373102e-219,3.2318686841983134e-133
1851.25,1.1753467223794691e-219,1.2631900278034962e-133
1853.75,2.2516162235800842e-220,4.933086754884999e-134
1856.25,4.302659728237541e-221,1.924884578082473e-134
1858.75,8.201511494867068e-222,7.50459568664533e-135
1861.25,1.559427030925148e-222,2.923394076160363e-135
1863.75,2.9576752135527502e-223,1.137851723391827e-135
1866.2500000000002,5.59564519748937e-224,4.425099234953567e-136
1868.75,1.056000492761428e-224,1.7194920713556294e-136
1871.25,1.9878899407541757e-225,6.676024883909488e-137
1873.75,3.732800804856362e-226,2.5898648789909126e-137
1876.25,6.991841231263815e-227,1.0038722266116957e-137
1878.75,1.3063590688068355e-227,3.88796840750475e-138
1881.25,2.434713337886833e-228,1.5045642961306176e-138
1883.75,4.5263420412642286e-229,5.81759242316568e-139
1886.25,8.393849286807204e-230,2.2476108787695342e-139
1888.7500000000002,1.5527059916843477e-230,8.676509176483693e-140
1891.25,2.8650457048667514e-231,3.346692283550036e-140
1893.75,5.273368781829005e-232,1.2898349954545303e-140
1896.25,9.681864427224827e-233,4.9670773667046594e-141
1898.75,1.7731444375987683e-233,1.911247192855464e-141
1901.25,3.2392427451506937e-234,7.348229890990627e-142
1903.75,5.9027873694476335e-235,2.8229248527045794e-142
1906.25,1.072963745230395e-235,1.0835959576009653e-142
1908.7500000000002,1.9454820127689542e-236,4.156116177917184e-143
1911.2500000000002,3.5187114626183815e-237,1.592799064432577e-143
1913.75,6.34825488472239e-238,6.099413539851904e-144
1916.25,1.1424555690899237e-238,2.333832618179599e-144
1918.75,2.050871955421112e-239,8.922912449847752e-145
1921.25,3.672417409169183e-240,3.4087850761401735e-145
1923.75,6.559636781918465e-241,1.3012161032562715e-145
1926.25,1.1687505039562738e-241,4.963143344978616e-146
1928.75,2.0771989464839527e-242,1.8915705556740792e-146
1931.25,3.682549896174945e-243,7.203563100587242e-147
1933.75,6.51228577298592e-244,2.741145145174702e-147
1936.2499999999998,1.148768514676322e-244,1.0422629528210312e-147
1938.7499999999998,2.021370213133741e-245,3.959897305964372e-148
1941.2499999999998,3.5479170960453565e-246,1.5033242041250326e-148
1943.7500000000002,6.211769448946719e-247,5.702748648913178e-149
1946.2500000000002,1.0848544068757909e-247,2.1616203137939157e-149
1948.7500000000002,1.8899131653770477e-248,8.187266834746238e-150
1951.2500000000002,3.284176635265202e-249,3.098586124718536e-150
1953.7500000000002,5.69279346051372e-250,1.1718014690032568e-150
1956.2500000000002,9.843252181936367e-251,4.4280354284433873e-151
1958.75,1.6977199802112692e-251,1.671996870583175e-151
1961.25,2.920840028051557e-252,6.3085260167315765e-152
1963.75,5.012608051159764e-253,2.3784232457553583e-152
1966.25,8.580922641866915e-254,8.960245837493436e-153
1968.75,1.4652728073231424e-254,3.37303609461734e-153
1971.25,2.495842967159253e-255,1.268799695946033e-153
1973.75,4.240629086618814e-256,4.7691050805139695e-154
1976.25,7.187164456479598e-257,1.7912376140348723e-154
1978.75,1.2150639640527422e-257,6.72268462329638e-155
1981.2499999999998,2.0490613571071867e-258,2.5211944242326595e-155
1983.7499999999998,3.446871150691682e-259,9.44812159907596e-156
1986.2500000000002,5.783748487321485e-260,3.538068470166739e-156
1988.7500000000002,9.680727880168005e-261,1.3240607144608765e-156
1991.2500000000002,1.6162959693735437e-261,4.955054649110856e-157
1993.7500000000002,2.6918324925649376e-262,1.862834765888566e-157
1996.2500000000002,4.471872741342568e-263,7.263053391004267e-158
1998.7500000000002,7.410458933058685e-264,3.5366372125001504e-158
