depth_nm,initial_concentration_cm3,final_concentration_cm3
896.25,6.2498355168576625e-25,2.9311837935796872e-12
898.75,3.1113451167208435e-25,1.8202224045135404e-12
901.25,1.5450482599866904e-25,1.1285624028181724e-12
903.75,7.653325345630119e-26,6.986297286376441e-13
906.25,3.781573674847643e-26,4.31806876701537e-13
908.75,1.8638425412058137e-26,2.664733016678184e-13
911.2500000000001,9.16347370364731e-27,1.6418752572171063e-13
913.75,4.49391982022408e-27,1.0100655805607687e-13
916.25,2.1983901270988325e-27,6.204154424319194e-14
918.75,1.0727498789914806e-27,3.8048706316037475e-14
921.25,5.22163423679883e-28,2.329818653381869e-14
923.75,2.5352960749655175e-28,1.4243933196077477e-14
926.25,1.2279061786818862e-28,8.694887901740758e-15
928.75,5.932202247867641e-29,5.299378741010272e-15
931.25,2.8587815942807537e-29,3.2248796350863224e-15
933.7500000000001,1.3742326712520588e-29,1.959432497327373e-15
936.25,6.58952067767023e-30,1.1887102822388252e-15
938.75,3.1518217250024737e-30,7.200312067256253e-16
941.25,1.503778004240156e-30,4.354686354842434e-16
943.7500000000001,7.156819683853874e-31,2.629622322091369e-16
946.25,3.3975877824105385e-31,1.5854826292585714e-16
948.75,1.6089241149992017e-31,9.544691397035293e-17
951.25,7.600019378240717e-32,5.737137618104597e-17
953.75,3.5810311764694016e-32,3.443200400396598e-17
956.25,1.6831226646216365e-32,2.0633061550833015e-17
958.7499999999999,7.891102745534818e-33,1.234525527910486e-17
961.2500000000001,3.690403826172071e-33,7.375172657952585e-18
963.7500000000001,1.721568665557606e-33,4.399270993764636e-18
966.2500000000001,8.01104314586112e-34,2.6201510984774767e-18
968.75,3.718502312477868e-34,1.5581517466523776e-18
971.25,1.7217151652228061e-34,9.251915400703778e-19
973.75,7.951861689565167e-35,5.485203453327121e-19
976.25,3.663452746363528e-35,3.2470854209342452e-19
978.75,1.683552385309295e-35,1.919266456729076e-19
981.2499999999999,7.717505337730169e-36,1.1327084022093096e-19
983.7500000000001,3.528917508262008e-36,6.674872358856121e-20
986.2500000000001,1.6096088014945707e-36,3.927448595596333e-20
988.7500000000001,7.323411431968628e-37,2.3073924282698634e-20
991.25,3.3236921621103404e-37,1.3535569604540618e-20
993.75,1.504673997872713e-37,7.928233666636198e-21
996.25,6.794825421152822e-38,4.636837669167384e-21
998.75,3.060754196443987e-38,2.7077814168609335e-21
1001.2499999999999,1.3752855125056395e-38,1.5788915233357925e-21
1003.7499999999999,6.164126551658684e-39,9.19260671417127e-22
1006.2500000000001,2.755906559030381e-39,5.3440865767284465e-22
1008.7500000000001,1.2290560651025901e-39,3.1021116953236916e-22
1011.2500000000001,5.467555044011297e-40,1.7980064349067513e-22
1013.75,2.426212843500254e-40,1.0405804042416561e-22
1016.25,1.0739372210824257e-40,6.013279122036738e-23
1018.75,4.74179916329581e-41,3.4697575640857305e-23
1021.25,2.0884384508254917e-41,1.9991237478067975e-23
1023.7499999999999,9.175177382516014e-42,1.1500950575162387e-23
1026.2500000000002,4.0208837910914085e-42,6.60666129461529e-24
1028.75,1.757692249898142e-42,3.7895298295806165e-24
1031.25,7.664404511409695e-43,2.1704227753522767e-24
1033.75,3.3337134072204877e-43,1.2412515561114007e-24
1036.25,1.446413175803987e-43,7.088143069360001e-25
1038.75,6.259948216705884e-44,4.0416908179799206e-25
1041.25,2.7024855212730983e-44,2.301189527067578e-25
1043.75,1.1637783532253321e-44,1.3082812716680824e-25
1046.25,4.999095549543188e-45,7.426942168100578e-26
1048.7500000000002,2.1420364870413258e-45,4.2099786313750933e-26
1051.25,9.155383793404889e-46,2.3829307597451565e-26
1053.75,3.903377090072668e-46,1.3468070786441118e-26
1056.25,1.6600406648635153e-46,7.600856732017239e-27
1058.75,7.042246271745632e-47,4.283350840755288e-27
1061.25,2.980011596546244e-47,2.4102908493684242e-27
1063.75,1.257879280174571e-47,1.3543182080615745e-27
1066.25,5.296320239352655e-48,7.598680858805169e-28
1068.75,2.2244557633617847e-48,4.257186498817073e-28
1071.2500000000002,9.319391882932019e-49,2.3816333074445834e-28
1073.75,3.894624924238265e-49,1.3304410228294586e-28
1076.25,1.6235212118082204e-49,7.421396571075116e-29
1078.75,6.750944837065708e-50,4.133764192456596e-29
1081.25,2.800176556120025e-50,2.2991990772025203e-29
1083.75,1.1585653482635857e-50,1.276965144341356e-29
1086.25,4.781563398983644e-51,7.081966556310048e-30
1088.75,1.9684915995284205e-51,3.921948045635261e-30
1091.25,8.083723995910001e-52,2.168821016378378e-30
1093.7500000000002,3.311339058373228e-52,1.1976234170618823e-30
1096.25,1.3530383009275194e-52,6.603775694167995e-31
1098.75,5.514813029376512e-53,3.636139999693014e-31
1101.25,2.2421556568865547e-53,1.9992444961162077e-31
1103.75,9.093163277035482e-54,1.097663025353842e-31
1106.25,3.6785654136416823e-54,6.017980268380678e-32
1108.75,1.484418098987257e-54,3.294669591942736e-32
1111.25,5.975142434363158e-55,1.80116354033572e-32
1113.75,2.399134232754615e-55,9.832758831319807e-33
1116.25,9.608931484417892e-56,5.3601800511377654e-33
1118.75,3.8389274930922233e-56,2.917869815193163e-33
1121.25,1.5298857033401531e-56,1.5861190460376002e-33
1123.75,6.081662656954415e-57,8.609734892236806e-34
1126.25,2.411570323697498e-57,4.666902243047368e-34
1128.75,9.538757299827368e-58,2.5261163625977075e-34
1131.25,3.763552084981058e-58,1.3654145356536843e-34
1133.75,1.4812157672289555e-58,7.369924071926831e-35
1136.25,5.815043740165432e-59,3.9723694063257553e-35
1138.75,2.2772038480202865e-59,2.1380859965847933e-35
1141.25,8.895392098222361e-60,1.1491862989539713e-35
1143.75,3.466111640262401e-60,6.168026699833422e-36
1146.25,1.347206785034809e-60,3.3059280101254543e-36
1148.75,5.2232431072190375e-61,1.7694271585083243e-36
1151.25,2.0200423850375822e-61,9.457251627064062e-37
1153.75,7.792826155831568e-62,5.047670170982225e-37
1156.25,2.9987741451540513e-62,2.690367295075132e-37
1158.7500000000002,1.1510834011885576e-62,1.431949079954394e-37
1161.25,4.4074164547916865e-63,7.610966018597465e-38
1163.75,1.6833547543134593e-63,4.0396990753594613e-38
1166.25,6.413298805947656e-64,2.1411943441331102e-38
1168.75,2.437258331362856e-64,1.1333441800699585e-38
1171.25,9.239232928958265e-65,5.990554558889979e-39
1173.75,3.4936913332321354e-65,3.1620776837502314e-39
1176.25,1.3177936566051153e-65,1.6667833840637914e-39
1178.75,4.958205886425191e-66,8.773800038825783e-40
1181.2500000000002,1.8608696995655766e-66,4.612103757145582e-40
1183.75,6.966612198319708e-67,2.4211070785274168e-40
1186.25,2.6016062737081357e-67,1.2692095879197603e-40
1188.75,9.691160145977646e-68,6.644433155892786e-41
1191.25,3.6010092192070666e-68,3.4736703652478177e-41
1193.75,1.3347101402152016e-68,1.813535973225346e-41
1196.25,4.93473630508246e-69,9.455216571382361e-42
1198.75,1.8199321821458494e-69,4.922949197197741e-42
1201.25,6.695156341377769e-70,2.5596974015605513e-42
1203.7500000000002,2.456860537985068e-70,1.3291137031474541e-42
1206.25,8.993206183911195e-71,6.8920229261638464e-43
1208.75,3.2836953647903797e-71,3.568972466659284e-43
1211.25,1.195984174987738e-71,1.8456630822494034e-43
1213.75,4.345124955749924e-72,9.531806896338487e-44
1216.25,1.5746838418895412e-72,4.916006714559154e-44
1218.75,5.692443592486776e-73,2.532007348961448e-44
1221.25,2.0526663566713708e-73,1.302367531277426e-44
1223.75,7.383329604635929e-74,6.68989198932163e-45
1226.2500000000002,2.649112565070403e-74,3.431803731029485e-45
1228.75,9.481189620622354e-75,1.7581033984557642e-45
1231.25,3.3848506890380337e-75,8.994683076723559e-46
1233.75,1.2053979914854656e-75,4.5956574072456154e-46
1236.25,4.281891660895888e-76,2.344933878938179e-46
1238.75,1.517243025311385e-76,1.1949110591182107e-46
1241.25,5.362766509656476e-77,6.080838000875354e-47
1243.75,1.8907621122506273e-77,3.0904022447630043e-47
1246.25,6.649655672685292e-78,1.5685239817707486e-47
1248.7500000000002,2.3327902301405483e-78,7.950468911574762e-48
1251.25,8.16331362283938e-79,4.024580378474787e-48
1253.75,2.8495188850803373e-79,2.0345838962821507e-48
1256.25,9.921808972509377e-80,1.0272084670794026e-48
1258.75,3.446072789475813e-80,5.179292338546679e-49
1261.25,1.1939119407341675e-80,2.6080262764327963e-49
1263.75,4.126049261089571e-81,1.3115476138042865e-49
1266.25,1.4223641104393658e-81,6.586998739238544e-50
1268.75,4.891042381689642e-82,3.303873253862209e-50
1271.25,1.6776691959752927e-82,1.6549783448785036e-50
1273.75,5.7401798337014366e-83,8.279331146472899e-51
1276.25,1.9591104922662982e-83,4.136500237510529e-51
1278.75,6.669705011234893e-84,2.0639852010806835e-51
1281.25,2.2650019791871627e-84,1.0285293594034024e-51
1283.75,7.672639780644589e-85,5.1187540206665466e-52
1286.25,2.592598684406605e-85,2.5441935387089567e-52
1288.75,8.738563516121008e-86,1.2629181778068914e-52
1291.2500000000002,2.9380491854235276e-86,6.26095141584994e-53
1293.75,9.85354128340859e-87,3.099890626854606e-53
1296.25,3.2963998280033927e-87,1.5328307140483095e-53
1298.75,1.1000228053546915e-87,7.569804643665767e-54
1301.25,3.6616578331100947e-88,3.733521645096449e-54
1303.75,1.2158166667766994e-88,1.8390649594668297e-54
1306.25,4.0269171084764226e-89,9.047336242175821e-55
1308.75,1.3304285358182378e-89,4.445192053483944e-55
1311.25,4.384546460490375e-90,2.181259504159784e-55
1313.7500000000002,1.441358671624294e-90,1.0689860207010667e-55
1316.25,4.7264353080001647e-91,5.232213665519978e-56
1318.75,1.546000515654374e-91,2.557693768548653e-56
1321.25,5.0442873073486306e-92,1.2487115380753739e-56
1323.75,1.641739543089433e-92,6.088735157477809e-57
1326.25,5.329947934237542e-93,2.9651338265466016e-57
1328.75,1.7260601988089566e-93,1.4421639909203718e-57
1331.25,5.575748468020852e-94,7.005497877878055e-58
1333.75,1.7966549280676423e-94,3.398742420248423e-58
1336.2500000000002,5.774846382853295e-95,1.646847043833261e-58
1338.75,1.8515287619999837e-95,7.969754109759427e-59
1341.25,5.921541175275614e-96,3.852069417994197e-59
1343.75,1.8890928658193003e-96,1.8595235906088588e-59
1346.25,6.011545328309591e-97,8.965377176471985e-60
1348.75,1.908240935784538e-97,4.3171347513754936e-60
1351.25,6.04219245103657e-98,2.0762693458260432e-60
